SlNo,Station,Agency,State,District,Tehsil,River,Basin,Tributary,Local_River,Latitude,Longitude,DateTime,Year,Discharge_m3_per_sec,Source_File
122711,KUZHITHURAI,CWC,Tamil Nadu,Kanyakumari,Thovalai,Thambraparni,West flowing rivers from Tadri to Kanyakumari,-,Thambraparni,8.30222222,77.18861111,08-01-2023 8.00,2023,0,Tamil Nadu CWC
115037,Kukkalthurai,CWC,Tamil Nadu,Nilgiris,Kotagiri,Cauvery,Cauvery,Bhavani,Bhavani,11.48555556,76.8325,08-01-2023 8.00,2023,0.86,Tamil Nadu CWC
143836,MONNAVEDU,CWC,Tamil Nadu,Tiruvallur,TIRUVALLUR,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,-,Kosasthalaiyar,13.22361111,79.94527778,08-01-2023 8.00,2023,0,Tamil Nadu CWC
169553,NARIYAMPATTU,CWC,Tamil Nadu,Vellore,VANIYAMBADI,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,12.84777778,78.72111111,08-01-2023 8.00,2023,0,Tamil Nadu CWC
17191,Nallathur,CWC,Puducherry,Karaikal,Karaikal,Cauvery,Cauvery,-,Nandalar,11.00222222,79.75138889,08-01-2023 8.00,2023,0,Puducherry CWC
202888,Puduvayal,CWC,Tamil Nadu,Tiruvallur,Gummidipoondi,Araniar,East flowing rivers between Pennar and Kanyakumari,-,Araniar,13.33666667,80.14611111,08-01-2023 8.00,2023,0,Tamil Nadu CWC
238253,THENGUMARAHADA,CWC,Tamil Nadu,Nilgiris,Kotagiri,Cauvery,Cauvery,Bhavani,Moyar,11.57277778,76.91916667,08-01-2023 8.00,2023,14.151,Tamil Nadu CWC
246936,THENI,CWC,Tamil Nadu,Theni,THENI,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,Suruliar,10.00111111,77.485,08-01-2023 8.00,2023,1.603,Tamil Nadu CWC
255519,THIRUNAVALUR,CWC,Tamil Nadu,Kallakurichi,Ulundurpet,Gadilam,East flowing rivers between Pennar and Kanyakumari,-,Gadilam,11.74833333,79.40527778,08-01-2023 8.00,2023,0,Tamil Nadu CWC
229842,Thengudi,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Thirumalairajanar,10.91611111,79.63916667,08-01-2023 8.00,2023,1.439,Tamil Nadu CWC
297253,Villupuram,CWC,Tamil Nadu,Viluppuram,Viluppuram,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,11.87055556,79.45944444,08-01-2023 8.00,2023,0,Tamil Nadu CWC
9844,AMBARAMPALAYAM,CWC,Tamil Nadu,Coimbatore,POLLACHI,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,Aliyar,10.63138889,76.94611111,08-01-2023 8.15,2023,5.023,Tamil Nadu CWC
96157,KALLIDAIKURICHHI,CWC,Tamil Nadu,Tirunelveli,AMBASAMUDRAM,Tambraparani,East flowing rivers between Pennar and Kanyakumari,-,Tambraparani,8.69333333,77.46583333,08-01-2023 8.15,2023,11.39,Tamil Nadu CWC
176480,Odendurai,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Kallar,11.32166667,76.89277778,08-01-2023 8.15,2023,0.253,Tamil Nadu CWC
289094,Venganur,CWC,Tamil Nadu,Cuddalore,Virudhachalam,Vellar,East flowing rivers between Pennar and Kanyakumari,Periyaodai,Periyaodai,11.44305556,79.02444444,08-01-2023 8.15,2023,0.023472218,Tamil Nadu CWC
210988,SAVANDAPUR,CWC,Tamil Nadu,Erode,Gobichettipalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.52,77.51,08-01-2023 9.00,2023,15.626,Tamil Nadu CWC
106603,KODUMUDI,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,-,Cauvery,11.08,77.89,08-01-2023 9.15,2023,401.819,Tamil Nadu CWC
30782,ASHRAMAM,CWC,Tamil Nadu,Kanyakumari,AGASTHEESWARAM,Pazhayar,West flowing rivers from Tadri to Kanyakumari,-,Pazhayar,8.15833333,77.46,09-01-2023 8.00,2023,1.8099053,Tamil Nadu CWC
39953,AYALAMBEDU,CWC,Tamil Nadu,Ranipet,Arakkonam,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,-,Kosasthalaiyar,13.12861111,79.47861111,09-01-2023 8.00,2023,0,Tamil Nadu CWC
22918,Arcot,CWC,Tamil Nadu,Ranipet,Arcot,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.91388889,79.33305556,09-01-2023 8.00,2023,0.92,Tamil Nadu CWC
64678,ELUNUTHIMANGALAM,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,Noyyal,Noyyal,11.03166667,77.8875,09-01-2023 8.00,2023,0.656,Tamil Nadu CWC
79001,GUMMANUR,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.555,78.13833333,09-01-2023 8.00,2023,7.547,Tamil Nadu CWC
106634,KODUMUDI,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,-,Cauvery,11.08,77.89,09-01-2023 8.00,2023,248.12,Tamil Nadu CWC
135274,Mayambadi,CWC,Tamil Nadu,Kallakurichi,Chinnasalem,Vellar,East flowing rivers between Pennar and Kanyakumari,Manimukta,Gomukha,11.7375,78.79083333,09-01-2023 8.00,2023,0.5315991,Tamil Nadu CWC
142199,Menangudi,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Noolar,10.94888889,79.70361111,09-01-2023 8.00,2023,4.011665,Tamil Nadu CWC
194493,Peralam,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Vanjiyar,10.96944444,79.66138889,09-01-2023 8.00,2023,1.131411,Tamil Nadu CWC
202889,Puduvayal,CWC,Tamil Nadu,Tiruvallur,Gummidipoondi,Araniar,East flowing rivers between Pennar and Kanyakumari,-,Araniar,13.33666667,80.14611111,09-01-2023 8.00,2023,0,Tamil Nadu CWC
238284,THENGUMARAHADA,CWC,Tamil Nadu,Nilgiris,Kotagiri,Cauvery,Cauvery,Bhavani,Moyar,11.57277778,76.91916667,09-01-2023 8.00,2023,10.432,Tamil Nadu CWC
259057,THIRUVARAMBU,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,-,Kodaiyar,8.36416667,77.25888889,09-01-2023 8.00,2023,0,Tamil Nadu CWC
229858,Thengudi,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Thirumalairajanar,10.91611111,79.63916667,09-01-2023 8.00,2023,1.435,Tamil Nadu CWC
279349,Varanavasi,CWC,Tamil Nadu,Ariyalur,Ariyalur,Cauvery,Cauvery,Marudaiyar,Marudaiyar,11.0925,79.085,09-01-2023 8.00,2023,4.653,Tamil Nadu CWC
9875,AMBARAMPALAYAM,CWC,Tamil Nadu,Coimbatore,POLLACHI,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,Aliyar,10.63138889,76.94611111,09-01-2023 8.15,2023,4.723,Tamil Nadu CWC
49199,BILIGUNDULU,CWC,Tamil Nadu,Dharmapuri,Denkanikotti,Cauvery,Cauvery,-,Cauvery,12.18222222,77.72388889,09-01-2023 8.15,2023,247.7,Tamil Nadu CWC
96183,KALLIDAIKURICHHI,CWC,Tamil Nadu,Tirunelveli,AMBASAMUDRAM,Tambraparani,East flowing rivers between Pennar and Kanyakumari,-,Tambraparani,8.69333333,77.46583333,09-01-2023 8.15,2023,7.837,Tamil Nadu CWC
176511,Odendurai,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Kallar,11.32166667,76.89277778,09-01-2023 8.15,2023,0.285,Tamil Nadu CWC
289120,Venganur,CWC,Tamil Nadu,Cuddalore,Virudhachalam,Vellar,East flowing rivers between Pennar and Kanyakumari,Periyaodai,Periyaodai,11.44305556,79.02444444,09-01-2023 8.15,2023,0.30418098,Tamil Nadu CWC
151752,MURAPPANADU,CWC,Tamil Nadu,Tuticorin,THOOTHUKKUDI,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,Thambraparani,8.71444444,77.835,09-01-2023 9.00,2023,3.071,Tamil Nadu CWC
160443,MUSIRI,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,-,Cauvery,10.93805556,78.44027778,09-01-2023 9.00,2023,243.265,Tamil Nadu CWC
220463,SINGASADANAPALLI,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.87,77.83611111,09-01-2023 9.00,2023,18.059,Tamil Nadu CWC
273859,URACHIKOTTAI,CWC,Tamil Nadu,Erode,BHAVANI,Cauvery,Cauvery,-,Cauvery,11.47777778,77.7,09-01-2023 9.00,2023,257.852,Tamil Nadu CWC
9904,AMBARAMPALAYAM,CWC,Tamil Nadu,Coimbatore,POLLACHI,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,Aliyar,10.63138889,76.94611111,10-01-2023 8.00,2023,5.8,Tamil Nadu CWC
30812,ASHRAMAM,CWC,Tamil Nadu,Kanyakumari,AGASTHEESWARAM,Pazhayar,West flowing rivers from Tadri to Kanyakumari,-,Pazhayar,8.15833333,77.46,10-01-2023 8.00,2023,30,Tamil Nadu CWC
1346,Alandurai,CWC,Tamil Nadu,Coimbatore,COIMBATORE SOUTH,Cauvery,Cauvery,Noyyal,Noyyal,10.95194444,76.78527778,10-01-2023 8.00,2023,2.2,Tamil Nadu CWC
49230,BILIGUNDULU,CWC,Tamil Nadu,Dharmapuri,Denkanikotti,Cauvery,Cauvery,-,Cauvery,12.18222222,77.72388889,10-01-2023 8.00,2023,108,Tamil Nadu CWC
64697,ELUNUTHIMANGALAM,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,Noyyal,Noyyal,11.03166667,77.8875,10-01-2023 8.00,2023,1.6,Tamil Nadu CWC
79031,GUMMANUR,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.555,78.13833333,10-01-2023 8.00,2023,20.5,Tamil Nadu CWC
68557,Gandhavayal,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.37416667,76.99222222,10-01-2023 8.00,2023,0.35,Tamil Nadu CWC
106664,KODUMUDI,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,-,Cauvery,11.08,77.89,10-01-2023 8.00,2023,119,Tamil Nadu CWC
122772,KUZHITHURAI,CWC,Tamil Nadu,Kanyakumari,Thovalai,Thambraparni,West flowing rivers from Tadri to Kanyakumari,-,Thambraparni,8.30222222,77.18861111,10-01-2023 8.00,2023,11.5,Tamil Nadu CWC
115098,Kukkalthurai,CWC,Tamil Nadu,Nilgiris,Kotagiri,Cauvery,Cauvery,Bhavani,Bhavani,11.48555556,76.8325,10-01-2023 8.00,2023,0.26,Tamil Nadu CWC
160473,MUSIRI,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,-,Cauvery,10.93805556,78.44027778,10-01-2023 8.00,2023,165,Tamil Nadu CWC
184726,PATTUKOTTAI,CWC,Tamil Nadu,Thanjavur,Pattukkottai,Agniyar,East flowing rivers between Pennar and Kanyakumari,-,Agniyar,10.41694444,79.29166667,10-01-2023 8.00,2023,3.15,Tamil Nadu CWC
211049,SAVANDAPUR,CWC,Tamil Nadu,Erode,Gobichettipalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.52,77.51,10-01-2023 8.00,2023,16.05,Tamil Nadu CWC
220493,SINGASADANAPALLI,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.87,77.83611111,10-01-2023 8.00,2023,21,Tamil Nadu CWC
246995,THENI,CWC,Tamil Nadu,Theni,THENI,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,Suruliar,10.00111111,77.485,10-01-2023 8.00,2023,9,Tamil Nadu CWC
253925,THEVUR,CWC,Tamil Nadu,Salem,Sankari,Cauvery,Cauvery,Sarabenga,Sarabenga,11.52722222,77.75083333,10-01-2023 8.00,2023,0.46,Tamil Nadu CWC
259087,THIRUVARAMBU,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,-,Kodaiyar,8.36416667,77.25888889,10-01-2023 8.00,2023,5.43,Tamil Nadu CWC
261127,THIRUVATTAR,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,Paralayar,Paralayar,8.32777778,77.26694444,10-01-2023 8.00,2023,5.116,Tamil Nadu CWC
273889,URACHIKOTTAI,CWC,Tamil Nadu,Erode,BHAVANI,Cauvery,Cauvery,-,Cauvery,11.47777778,77.7,10-01-2023 8.00,2023,183,Tamil Nadu CWC
7399,Annavasal,CWC,Puducherry,Karaikal,Karaikal,Cauvery,Cauvery,-,Nattar,10.975,79.75388889,11-01-2023 8.00,2023,0.418,Puducherry CWC
22967,Arcot,CWC,Tamil Nadu,Ranipet,Arcot,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.91388889,79.33305556,11-01-2023 8.00,2023,4.134,Tamil Nadu CWC
37928,Avarankuppam,CWC,Tamil Nadu,Tirupathur,Vaniyambadi,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.68416667,78.53944444,11-01-2023 8.00,2023,0.234,Tamil Nadu CWC
56819,Chengalpet,CWC,Tamil Nadu,Chengalpattu,chengalpattu,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.65,79.94722222,11-01-2023 8.00,2023,4.492,Tamil Nadu CWC
64728,ELUNUTHIMANGALAM,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,Noyyal,Noyyal,11.03166667,77.8875,11-01-2023 8.00,2023,3.71,Tamil Nadu CWC
79062,GUMMANUR,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.555,78.13833333,11-01-2023 8.00,2023,12.412,Tamil Nadu CWC
68588,Gandhavayal,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.37416667,76.99222222,11-01-2023 8.00,2023,1.717,Tamil Nadu CWC
122803,KUZHITHURAI,CWC,Tamil Nadu,Kanyakumari,Thovalai,Thambraparni,West flowing rivers from Tadri to Kanyakumari,-,Thambraparni,8.30222222,77.18861111,11-01-2023 8.00,2023,7.5057516,Tamil Nadu CWC
98432,Kalpadai,CWC,Tamil Nadu,Kallakurichi,Chinnasalem,Vellar,East flowing rivers between Pennar and Kanyakumari,Manimukta,Gomukha,11.78722222,78.78666667,11-01-2023 8.00,2023,0.723,Tamil Nadu CWC
143887,MONNAVEDU,CWC,Tamil Nadu,Tiruvallur,TIRUVALLUR,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,-,Kosasthalaiyar,13.22361111,79.94527778,11-01-2023 8.00,2023,1.713,Tamil Nadu CWC
17195,Nallathur,CWC,Puducherry,Karaikal,Karaikal,Cauvery,Cauvery,-,Nandalar,11.00222222,79.75138889,11-01-2023 8.00,2023,0.303,Puducherry CWC
184747,PATTUKOTTAI,CWC,Tamil Nadu,Thanjavur,Pattukkottai,Agniyar,East flowing rivers between Pennar and Kanyakumari,-,Agniyar,10.41694444,79.29166667,11-01-2023 8.00,2023,0.857,Tamil Nadu CWC
194514,Peralam,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Vanjiyar,10.96944444,79.66138889,11-01-2023 8.00,2023,0.501,Tamil Nadu CWC
229905,Thengudi,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Thirumalairajanar,10.91611111,79.63916667,11-01-2023 8.00,2023,0.135,Tamil Nadu CWC
297313,Villupuram,CWC,Tamil Nadu,Viluppuram,Viluppuram,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,11.87055556,79.45944444,11-01-2023 8.00,2023,3.974034,Tamil Nadu CWC
9935,AMBARAMPALAYAM,CWC,Tamil Nadu,Coimbatore,POLLACHI,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,Aliyar,10.63138889,76.94611111,11-01-2023 8.15,2023,5.666,Tamil Nadu CWC
49261,BILIGUNDULU,CWC,Tamil Nadu,Dharmapuri,Denkanikotti,Cauvery,Cauvery,-,Cauvery,12.18222222,77.72388889,11-01-2023 8.15,2023,83.79,Tamil Nadu CWC
96230,KALLIDAIKURICHHI,CWC,Tamil Nadu,Tirunelveli,AMBASAMUDRAM,Tambraparani,East flowing rivers between Pennar and Kanyakumari,-,Tambraparani,8.69333333,77.46583333,11-01-2023 8.15,2023,11.432,Tamil Nadu CWC
176572,Odendurai,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Kallar,11.32166667,76.89277778,11-01-2023 9.00,2023,3.583,Tamil Nadu CWC
211080,SAVANDAPUR,CWC,Tamil Nadu,Erode,Gobichettipalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.52,77.51,11-01-2023 9.00,2023,4.94,Tamil Nadu CWC
220524,SINGASADANAPALLI,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.87,77.83611111,11-01-2023 9.00,2023,15.725,Tamil Nadu CWC
238345,THENGUMARAHADA,CWC,Tamil Nadu,Nilgiris,Kotagiri,Cauvery,Cauvery,Bhavani,Moyar,11.57277778,76.91916667,11-01-2023 9.00,2023,3.19,Tamil Nadu CWC
160504,MUSIRI,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,-,Cauvery,10.93805556,78.44027778,11-01-2023 9.15,2023,13.777,Tamil Nadu CWC
30873,ASHRAMAM,CWC,Tamil Nadu,Kanyakumari,AGASTHEESWARAM,Pazhayar,West flowing rivers from Tadri to Kanyakumari,-,Pazhayar,8.15833333,77.46,12-01-2023 8.00,2023,2.35,Tamil Nadu CWC
17251,Ambasamudram,CWC,Tamil Nadu,Theni,THENI,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Vaigai,Vaigai,9.92555556,77.51166667,12-01-2023 8.00,2023,8.676,Tamil Nadu CWC
7414,Annavasal,CWC,Puducherry,Karaikal,Karaikal,Cauvery,Cauvery,-,Nattar,10.975,79.75388889,12-01-2023 8.00,2023,0.506,Puducherry CWC
22993,Arcot,CWC,Tamil Nadu,Ranipet,Arcot,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.91388889,79.33305556,12-01-2023 8.00,2023,7.195,Tamil Nadu CWC
56845,Chengalpet,CWC,Tamil Nadu,Chengalpattu,chengalpattu,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.65,79.94722222,12-01-2023 8.00,2023,100.13,Tamil Nadu CWC
68618,Gandhavayal,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.37416667,76.99222222,12-01-2023 8.00,2023,5.664,Tamil Nadu CWC
87350,HOGENAKKAL,CWC,Tamil Nadu,Dharmapuri,DHARMAPURI,Cauvery,Cauvery,Chinnar,Chinnar,12.12111111,77.78194444,12-01-2023 8.00,2023,0.113,Tamil Nadu CWC
122833,KUZHITHURAI,CWC,Tamil Nadu,Kanyakumari,Thovalai,Thambraparni,West flowing rivers from Tadri to Kanyakumari,-,Thambraparni,8.30222222,77.18861111,12-01-2023 8.00,2023,6.727,Tamil Nadu CWC
98458,Kalpadai,CWC,Tamil Nadu,Kallakurichi,Chinnasalem,Vellar,East flowing rivers between Pennar and Kanyakumari,Manimukta,Gomukha,11.78722222,78.78666667,12-01-2023 8.00,2023,2.824,Tamil Nadu CWC
113542,Kudalaiyathur,CWC,Tamil Nadu,Cuddalore,KATTUMANNARKOIL,Duplicate-Vellar,East flowing rivers between Pennar and Kanyakumari,-,Vellar,11.42222222,79.47222222,12-01-2023 8.00,2023,15.616,Tamil Nadu CWC
143913,MONNAVEDU,CWC,Tamil Nadu,Tiruvallur,TIRUVALLUR,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,-,Kosasthalaiyar,13.22361111,79.94527778,12-01-2023 8.00,2023,26.729,Tamil Nadu CWC
131860,Magaral,CWC,Tamil Nadu,Kancheepuram,CHENGALPATTU,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,Cheyyar,Cheyyar,12.70833333,79.75,12-01-2023 8.00,2023,5.575,Tamil Nadu CWC
135351,Mayambadi,CWC,Tamil Nadu,Kallakurichi,Chinnasalem,Vellar,East flowing rivers between Pennar and Kanyakumari,Manimukta,Gomukha,11.7375,78.79083333,12-01-2023 8.00,2023,2.136,Tamil Nadu CWC
142231,Menangudi,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Noolar,10.94888889,79.70361111,12-01-2023 8.00,2023,2.301,Tamil Nadu CWC
187392,Penneswaramadam,CWC,Tamil Nadu,Krishnagiri,Pochampalli,Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.39555556,78.24583333,12-01-2023 8.00,2023,7.569,Tamil Nadu CWC
201422,Porakudi,CWC,Tamil Nadu,Nagapattinam,NAGAPATTINAM,Cauvery,Cauvery,-,Arasalar,10.90361111,79.70722222,12-01-2023 8.00,2023,6.63,Tamil Nadu CWC
238375,THENGUMARAHADA,CWC,Tamil Nadu,Nilgiris,Kotagiri,Cauvery,Cauvery,Bhavani,Moyar,11.57277778,76.91916667,12-01-2023 8.00,2023,5.005,Tamil Nadu CWC
253971,THEVUR,CWC,Tamil Nadu,Salem,Sankari,Cauvery,Cauvery,Sarabenga,Sarabenga,11.52722222,77.75083333,12-01-2023 8.00,2023,0.977,Tamil Nadu CWC
255539,THIRUNAVALUR,CWC,Tamil Nadu,Kallakurichi,Ulundurpet,Gadilam,East flowing rivers between Pennar and Kanyakumari,-,Gadilam,11.74833333,79.40527778,12-01-2023 8.00,2023,2.958,Tamil Nadu CWC
261188,THIRUVATTAR,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,Paralayar,Paralayar,8.32777778,77.26694444,12-01-2023 8.00,2023,8.284,Tamil Nadu CWC
229930,Thengudi,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Thirumalairajanar,10.91611111,79.63916667,12-01-2023 8.00,2023,8.698,Tamil Nadu CWC
298879,V.Kallathur,CWC,Tamil Nadu,Perambalur,PERAMBALUR,Duplicate-Vellar,East flowing rivers between Pennar and Kanyakumari,Sweta,Sweta,11.4025,78.92972222,12-01-2023 8.00,2023,8.699,Tamil Nadu CWC
297339,Villupuram,CWC,Tamil Nadu,Viluppuram,Viluppuram,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,11.87055556,79.45944444,12-01-2023 8.00,2023,68.528,Tamil Nadu CWC
9965,AMBARAMPALAYAM,CWC,Tamil Nadu,Coimbatore,POLLACHI,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,Aliyar,10.63138889,76.94611111,12-01-2023 8.15,2023,4.903,Tamil Nadu CWC
49291,BILIGUNDULU,CWC,Tamil Nadu,Dharmapuri,Denkanikotti,Cauvery,Cauvery,-,Cauvery,12.18222222,77.72388889,12-01-2023 8.15,2023,79.72,Tamil Nadu CWC
79092,GUMMANUR,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.555,78.13833333,12-01-2023 8.15,2023,15.251,Tamil Nadu CWC
218448,SEVANUR,CWC,Tamil Nadu,Salem,Sankari,Cauvery,Cauvery,Chittar,Chittar,11.55194444,77.73194444,12-01-2023 8.15,2023,0.122,Tamil Nadu CWC
247056,THENI,CWC,Tamil Nadu,Theni,THENI,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,Suruliar,10.00111111,77.485,12-01-2023 8.15,2023,45.971,Tamil Nadu CWC
94063,IRRUKKANKUDI,CWC,Tamil Nadu,Virudhunagar,VIRUDHUNAGAR,Duplicate-Vaippar,East flowing rivers between Pennar and Kanyakumari,-,Vaippar,9.32416667,77.99055556,12-01-2023 9.00,2023,0.529,Tamil Nadu CWC
151820,MURAPPANADU,CWC,Tamil Nadu,Tuticorin,THOOTHUKKUDI,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,Thambraparani,8.71444444,77.835,12-01-2023 9.00,2023,7.189,Tamil Nadu CWC
167369,NALLAMARANPATTY,CWC,Tamil Nadu,Karur,ARAVAKURICHI,Cauvery,Cauvery,Amaravathi,Amaravathi,10.88083333,77.98472222,12-01-2023 9.00,2023,11.485,Tamil Nadu CWC
220554,SINGASADANAPALLI,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.87,77.83611111,12-01-2023 9.00,2023,14.105,Tamil Nadu CWC
257298,THIRUVALAM,CWC,Tamil Nadu,Vellore,Gudiyatham,Palar,East flowing rivers between Pennar and Kanyakumari,Poini,Poini,12.98472222,79.26722222,12-01-2023 9.00,2023,0.874,Tamil Nadu CWC
160534,MUSIRI,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,-,Cauvery,10.93805556,78.44027778,12-01-2023 9.15,2023,23.421,Tamil Nadu CWC
39800,AYALAMBEDU,CWC,Tamil Nadu,Ranipet,Arakkonam,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,-,Kosasthalaiyar,13.12861111,79.47861111,01-02-2023 8.00,2023,1.745,Tamil Nadu CWC
1153,Alandurai,CWC,Tamil Nadu,Coimbatore,COIMBATORE SOUTH,Cauvery,Cauvery,Noyyal,Noyyal,10.95194444,76.78527778,01-02-2023 8.00,2023,1.067,Tamil Nadu CWC
22692,Arcot,CWC,Tamil Nadu,Ranipet,Arcot,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.91388889,79.33305556,01-02-2023 8.00,2023,29.378,Tamil Nadu CWC
37735,Avarankuppam,CWC,Tamil Nadu,Tirupathur,Vaniyambadi,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.68416667,78.53944444,01-02-2023 8.00,2023,5.034,Tamil Nadu CWC
56554,Chengalpet,CWC,Tamil Nadu,Chengalpattu,chengalpattu,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.65,79.94722222,01-02-2023 8.00,2023,118.122,Tamil Nadu CWC
64463,ELUNUTHIMANGALAM,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,Noyyal,Noyyal,11.03166667,77.8875,01-02-2023 8.00,2023,6.71,Tamil Nadu CWC
78759,GUMMANUR,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.555,78.13833333,01-02-2023 8.00,2023,22.17,Tamil Nadu CWC
