SlNo,Station,Agency,State,District,Tehsil,River,Basin,Tributary,Local_River,Latitude,Longitude,DateTime,Year,Discharge_m3_per_sec,Source_File
68289,Gandhavayal,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.37416667,76.99222222,01-02-2023 8.00,2023,1.873,Tamil Nadu CWC
71173,Gopurajapuram,CWC,Tamil Nadu,Nagapattinam,NAGAPATTINAM,Cauvery,Cauvery,-,Puravidaiyanar,10.85055556,79.78944444,01-02-2023 8.00,2023,0,Tamil Nadu CWC
87160,HOGENAKKAL,CWC,Tamil Nadu,Dharmapuri,DHARMAPURI,Cauvery,Cauvery,Chinnar,Chinnar,12.12111111,77.78194444,01-02-2023 8.00,2023,2.463,Tamil Nadu CWC
122511,KUZHITHURAI,CWC,Tamil Nadu,Kanyakumari,Thovalai,Thambraparni,West flowing rivers from Tadri to Kanyakumari,-,Thambraparni,8.30222222,77.18861111,01-02-2023 8.00,2023,7.773,Tamil Nadu CWC
114847,Kukkalthurai,CWC,Tamil Nadu,Nilgiris,Kotagiri,Cauvery,Cauvery,Bhavani,Bhavani,11.48555556,76.8325,01-02-2023 8.00,2023,0.797,Tamil Nadu CWC
123825,LAKSHMANANPATTI,CWC,Tamil Nadu,Dindigul,Vedasandur,Cauvery,Cauvery,Amaravathi,Kodavanar,10.49805556,77.94583333,01-02-2023 8.00,2023,1.633,Tamil Nadu CWC
143684,MONNAVEDU,CWC,Tamil Nadu,Tiruvallur,TIRUVALLUR,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,-,Kosasthalaiyar,13.22361111,79.94527778,01-02-2023 8.00,2023,1.655,Tamil Nadu CWC
160201,MUSIRI,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,-,Cauvery,10.93805556,78.44027778,01-02-2023 8.00,2023,389.3,Tamil Nadu CWC
135064,Mayambadi,CWC,Tamil Nadu,Kallakurichi,Chinnasalem,Vellar,East flowing rivers between Pennar and Kanyakumari,Manimukta,Gomukha,11.7375,78.79083333,01-02-2023 8.00,2023,4.043,Tamil Nadu CWC
136846,Melkalpoondi,CWC,Tamil Nadu,Cuddalore,Virudhachalam,Vellar,East flowing rivers between Pennar and Kanyakumari,-,Vellar,11.43527778,78.93888889,01-02-2023 8.00,2023,1.345,Tamil Nadu CWC
169401,NARIYAMPATTU,CWC,Tamil Nadu,Vellore,VANIYAMBADI,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,12.84777778,78.72111111,01-02-2023 8.00,2023,3.098,Tamil Nadu CWC
17041,Nallathur,CWC,Puducherry,Karaikal,Karaikal,Cauvery,Cauvery,-,Nandalar,11.00222222,79.75138889,01-02-2023 8.00,2023,0,Puducherry CWC
184603,PATTUKOTTAI,CWC,Tamil Nadu,Thanjavur,Pattukkottai,Agniyar,East flowing rivers between Pennar and Kanyakumari,-,Agniyar,10.41694444,79.29166667,01-02-2023 8.00,2023,2.241,Tamil Nadu CWC
187085,Penneswaramadam,CWC,Tamil Nadu,Krishnagiri,Pochampalli,Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.39555556,78.24583333,01-02-2023 8.00,2023,19.367,Tamil Nadu CWC
194320,Peralam,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Vanjiyar,10.96944444,79.66138889,01-02-2023 8.00,2023,1.326,Tamil Nadu CWC
201242,Porakudi,CWC,Tamil Nadu,Nagapattinam,NAGAPATTINAM,Cauvery,Cauvery,-,Arasalar,10.90361111,79.70722222,01-02-2023 8.00,2023,0,Tamil Nadu CWC
218368,SEVANUR,CWC,Tamil Nadu,Salem,Sankari,Cauvery,Cauvery,Chittar,Chittar,11.55194444,77.73194444,01-02-2023 8.00,2023,1.187,Tamil Nadu CWC
238047,THENGUMARAHADA,CWC,Tamil Nadu,Nilgiris,Kotagiri,Cauvery,Cauvery,Bhavani,Moyar,11.57277778,76.91916667,01-02-2023 8.00,2023,12.505,Tamil Nadu CWC
258815,THIRUVARAMBU,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,-,Kodaiyar,8.36416667,77.25888889,01-02-2023 8.00,2023,1.545,Tamil Nadu CWC
260855,THIRUVATTAR,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,Paralayar,Paralayar,8.32777778,77.26694444,01-02-2023 8.00,2023,2.249,Tamil Nadu CWC
221394,Thandalaiputhur,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,Ayyar,Ayyar,10.99111111,78.51333333,01-02-2023 8.00,2023,0.604,Tamil Nadu CWC
298675,V.Kallathur,CWC,Tamil Nadu,Perambalur,PERAMBALUR,Duplicate-Vellar,East flowing rivers between Pennar and Kanyakumari,Sweta,Sweta,11.4025,78.92972222,01-02-2023 8.00,2023,2.783,Tamil Nadu CWC
279300,Varanavasi,CWC,Tamil Nadu,Ariyalur,Ariyalur,Cauvery,Cauvery,Marudaiyar,Marudaiyar,11.0925,79.085,01-02-2023 8.00,2023,0.66,Tamil Nadu CWC
287335,Vazhavachanur,CWC,Tamil Nadu,Tiruvannamalai,CHENGAM,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.06583333,78.97805556,01-02-2023 8.00,2023,37.526,Tamil Nadu CWC
297093,Villupuram,CWC,Tamil Nadu,Viluppuram,Viluppuram,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,11.87055556,79.45944444,01-02-2023 8.00,2023,41.811,Tamil Nadu CWC
133174,MANIYAMPATTU,CWC,Tamil Nadu,Viluppuram,Chenji,Varahanadhi,East flowing rivers between Pennar and Kanyakumari,-,Varahanadhi,12.22638889,79.51472222,01-02-2023 8.15,2023,1.887,Tamil Nadu CWC
255365,THIRUNAVALUR,CWC,Tamil Nadu,Kallakurichi,Ulundurpet,Gadilam,East flowing rivers between Pennar and Kanyakumari,-,Gadilam,11.74833333,79.40527778,01-02-2023 8.15,2023,0.248,Tamil Nadu CWC
288894,Venganur,CWC,Tamil Nadu,Cuddalore,Virudhachalam,Vellar,East flowing rivers between Pennar and Kanyakumari,Periyaodai,Periyaodai,11.44305556,79.02444444,01-02-2023 8.15,2023,0.064,Tamil Nadu CWC
9635,AMBARAMPALAYAM,CWC,Tamil Nadu,Coimbatore,POLLACHI,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,Aliyar,10.63138889,76.94611111,01-02-2023 9.00,2023,13.93,Tamil Nadu CWC
17077,Ambasamudram,CWC,Tamil Nadu,Theni,THENI,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Vaigai,Vaigai,9.92555556,77.51166667,01-02-2023 9.00,2023,0.693,Tamil Nadu CWC
113384,Kudalaiyathur,CWC,Tamil Nadu,Cuddalore,KATTUMANNARKOIL,Duplicate-Vellar,East flowing rivers between Pennar and Kanyakumari,-,Vellar,11.42222222,79.47222222,01-02-2023 9.00,2023,0,Tamil Nadu CWC
210779,SAVANDAPUR,CWC,Tamil Nadu,Erode,Gobichettipalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.52,77.51,01-02-2023 9.00,2023,22.3,Tamil Nadu CWC
220220,SINGASADANAPALLI,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.87,77.83611111,01-02-2023 9.00,2023,15.573,Tamil Nadu CWC
273753,URACHIKOTTAI,CWC,Tamil Nadu,Erode,BHAVANI,Cauvery,Cauvery,-,Cauvery,11.47777778,77.7,01-02-2023 9.00,2023,352.069,Tamil Nadu CWC
30571,ASHRAMAM,CWC,Tamil Nadu,Kanyakumari,AGASTHEESWARAM,Pazhayar,West flowing rivers from Tadri to Kanyakumari,-,Pazhayar,8.15833333,77.46,02-02-2023 8.00,2023,6.5,Tamil Nadu CWC
39831,AYALAMBEDU,CWC,Tamil Nadu,Ranipet,Arakkonam,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,-,Kosasthalaiyar,13.12861111,79.47861111,02-02-2023 8.00,2023,0,Tamil Nadu CWC
1184,Alandurai,CWC,Tamil Nadu,Coimbatore,COIMBATORE SOUTH,Cauvery,Cauvery,Noyyal,Noyyal,10.95194444,76.78527778,02-02-2023 8.00,2023,0.424,Tamil Nadu CWC
7248,Annavasal,CWC,Puducherry,Karaikal,Karaikal,Cauvery,Cauvery,-,Nattar,10.975,79.75388889,02-02-2023 8.00,2023,0,Puducherry CWC
22723,Arcot,CWC,Tamil Nadu,Ranipet,Arcot,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.91388889,79.33305556,02-02-2023 8.00,2023,2.437,Tamil Nadu CWC
37766,Avarankuppam,CWC,Tamil Nadu,Tirupathur,Vaniyambadi,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.68416667,78.53944444,02-02-2023 8.00,2023,0.647,Tamil Nadu CWC
64494,ELUNUTHIMANGALAM,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,Noyyal,Noyyal,11.03166667,77.8875,02-02-2023 8.00,2023,3.986,Tamil Nadu CWC
68320,Gandhavayal,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.37416667,76.99222222,02-02-2023 8.00,2023,0.61,Tamil Nadu CWC
80436,HARUR,CWC,Tamil Nadu,Dharmapuri,HARUR,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,Vaniyar,Vaniyar,11.90277778,78.33,02-02-2023 8.00,2023,0.298,Tamil Nadu CWC
93871,IRRUKKANKUDI,CWC,Tamil Nadu,Virudhunagar,VIRUDHUNAGAR,Duplicate-Vaippar,East flowing rivers between Pennar and Kanyakumari,-,Vaippar,9.32416667,77.99055556,02-02-2023 8.00,2023,0,Tamil Nadu CWC
98212,Kalpadai,CWC,Tamil Nadu,Kallakurichi,Chinnasalem,Vellar,East flowing rivers between Pennar and Kanyakumari,Manimukta,Gomukha,11.78722222,78.78666667,02-02-2023 8.00,2023,0.424,Tamil Nadu CWC
113415,Kudalaiyathur,CWC,Tamil Nadu,Cuddalore,KATTUMANNARKOIL,Duplicate-Vellar,East flowing rivers between Pennar and Kanyakumari,-,Vellar,11.42222222,79.47222222,02-02-2023 8.00,2023,0,Tamil Nadu CWC
114878,Kukkalthurai,CWC,Tamil Nadu,Nilgiris,Kotagiri,Cauvery,Cauvery,Bhavani,Bhavani,11.48555556,76.8325,02-02-2023 8.00,2023,0.5119329,Tamil Nadu CWC
123857,LAKSHMANANPATTI,CWC,Tamil Nadu,Dindigul,Vedasandur,Cauvery,Cauvery,Amaravathi,Kodavanar,10.49805556,77.94583333,02-02-2023 8.00,2023,0.544,Tamil Nadu CWC
133205,MANIYAMPATTU,CWC,Tamil Nadu,Viluppuram,Chenji,Varahanadhi,East flowing rivers between Pennar and Kanyakumari,-,Varahanadhi,12.22638889,79.51472222,02-02-2023 8.00,2023,0,Tamil Nadu CWC
136877,Melkalpoondi,CWC,Tamil Nadu,Cuddalore,Virudhachalam,Vellar,East flowing rivers between Pennar and Kanyakumari,-,Vellar,11.43527778,78.93888889,02-02-2023 8.00,2023,0.545,Tamil Nadu CWC
17072,Nallathur,CWC,Puducherry,Karaikal,Karaikal,Cauvery,Cauvery,-,Nandalar,11.00222222,79.75138889,02-02-2023 8.00,2023,0,Puducherry CWC
183548,PARAMAKUDI,CWC,Tamil Nadu,Ramanathapuram,PARAMAKUDI,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,-,Vaigai,9.55333333,78.58638889,02-02-2023 8.00,2023,2.527,Tamil Nadu CWC
184634,PATTUKOTTAI,CWC,Tamil Nadu,Thanjavur,Pattukkottai,Agniyar,East flowing rivers between Pennar and Kanyakumari,-,Agniyar,10.41694444,79.29166667,02-02-2023 8.00,2023,1.265,Tamil Nadu CWC
194351,Peralam,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Vanjiyar,10.96944444,79.66138889,02-02-2023 8.00,2023,0.048,Tamil Nadu CWC
201273,Porakudi,CWC,Tamil Nadu,Nagapattinam,NAGAPATTINAM,Cauvery,Cauvery,-,Arasalar,10.90361111,79.70722222,02-02-2023 8.00,2023,0,Tamil Nadu CWC
202767,Puduvayal,CWC,Tamil Nadu,Tiruvallur,Gummidipoondi,Araniar,East flowing rivers between Pennar and Kanyakumari,-,Araniar,13.33666667,80.14611111,02-02-2023 8.00,2023,0,Tamil Nadu CWC
218399,SEVANUR,CWC,Tamil Nadu,Salem,Sankari,Cauvery,Cauvery,Chittar,Chittar,11.55194444,77.73194444,02-02-2023 8.00,2023,0.38938788,Tamil Nadu CWC
220251,SINGASADANAPALLI,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.87,77.83611111,02-02-2023 8.00,2023,13.667,Tamil Nadu CWC
253899,THEVUR,CWC,Tamil Nadu,Salem,Sankari,Cauvery,Cauvery,Sarabenga,Sarabenga,11.52722222,77.75083333,02-02-2023 8.00,2023,0.45692283,Tamil Nadu CWC
255396,THIRUNAVALUR,CWC,Tamil Nadu,Kallakurichi,Ulundurpet,Gadilam,East flowing rivers between Pennar and Kanyakumari,-,Gadilam,11.74833333,79.40527778,02-02-2023 8.00,2023,0,Tamil Nadu CWC
260886,THIRUVATTAR,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,Paralayar,Paralayar,8.32777778,77.26694444,02-02-2023 8.00,2023,0.38,Tamil Nadu CWC
229704,Thengudi,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Thirumalairajanar,10.91611111,79.63916667,02-02-2023 8.00,2023,2.233,Tamil Nadu CWC
298701,V.Kallathur,CWC,Tamil Nadu,Perambalur,PERAMBALUR,Duplicate-Vellar,East flowing rivers between Pennar and Kanyakumari,Sweta,Sweta,11.4025,78.92972222,02-02-2023 8.00,2023,0.265,Tamil Nadu CWC
279331,Varanavasi,CWC,Tamil Nadu,Ariyalur,Ariyalur,Cauvery,Cauvery,Marudaiyar,Marudaiyar,11.0925,79.085,02-02-2023 8.00,2023,0.145,Tamil Nadu CWC
287366,Vazhavachanur,CWC,Tamil Nadu,Tiruvannamalai,CHENGAM,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.06583333,78.97805556,02-02-2023 8.00,2023,11.97,Tamil Nadu CWC
288927,Venganur,CWC,Tamil Nadu,Cuddalore,Virudhachalam,Vellar,East flowing rivers between Pennar and Kanyakumari,Periyaodai,Periyaodai,11.44305556,79.02444444,02-02-2023 8.00,2023,0.025,Tamil Nadu CWC
48984,BILIGUNDULU,CWC,Tamil Nadu,Dharmapuri,Denkanikotti,Cauvery,Cauvery,-,Cauvery,12.18222222,77.72388889,02-02-2023 8.15,2023,87.23,Tamil Nadu CWC
95975,KALLIDAIKURICHHI,CWC,Tamil Nadu,Tirunelveli,AMBASAMUDRAM,Tambraparani,East flowing rivers between Pennar and Kanyakumari,-,Tambraparani,8.69333333,77.46583333,02-02-2023 8.15,2023,14.401,Tamil Nadu CWC
176307,Odendurai,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Kallar,11.32166667,76.89277778,02-02-2023 8.15,2023,1.141,Tamil Nadu CWC
9665,AMBARAMPALAYAM,CWC,Tamil Nadu,Coimbatore,POLLACHI,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,Aliyar,10.63138889,76.94611111,02-02-2023 9.00,2023,9.745,Tamil Nadu CWC
78790,GUMMANUR,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.555,78.13833333,02-02-2023 9.00,2023,13.822,Tamil Nadu CWC
151580,MURAPPANADU,CWC,Tamil Nadu,Tuticorin,THOOTHUKKUDI,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,Thambraparani,8.71444444,77.835,02-02-2023 9.00,2023,9.859,Tamil Nadu CWC
30599,ASHRAMAM,CWC,Tamil Nadu,Kanyakumari,AGASTHEESWARAM,Pazhayar,West flowing rivers from Tadri to Kanyakumari,-,Pazhayar,8.15833333,77.46,03-02-2023 8.00,2023,2.888,Tamil Nadu CWC
1211,Alandurai,CWC,Tamil Nadu,Coimbatore,COIMBATORE SOUTH,Cauvery,Cauvery,Noyyal,Noyyal,10.95194444,76.78527778,03-02-2023 8.00,2023,0.053,Tamil Nadu CWC
17137,Ambasamudram,CWC,Tamil Nadu,Theni,THENI,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Vaigai,Vaigai,9.92555556,77.51166667,03-02-2023 8.00,2023,0,Tamil Nadu CWC
7276,Annavasal,CWC,Puducherry,Karaikal,Karaikal,Cauvery,Cauvery,-,Nattar,10.975,79.75388889,03-02-2023 8.00,2023,0,Puducherry CWC
22751,Arcot,CWC,Tamil Nadu,Ranipet,Arcot,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.91388889,79.33305556,03-02-2023 8.00,2023,0.81,Tamil Nadu CWC
37794,Avarankuppam,CWC,Tamil Nadu,Tirupathur,Vaniyambadi,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.68416667,78.53944444,03-02-2023 8.00,2023,0.217,Tamil Nadu CWC
40736,Balasamudram,CWC,Tamil Nadu,Dindigul,PALANI,Cauvery,Cauvery,Varathamanadhi,Varathamanadhi,10.42555556,77.53388889,03-02-2023 8.00,2023,0.036,Tamil Nadu CWC
56613,Chengalpet,CWC,Tamil Nadu,Chengalpattu,chengalpattu,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.65,79.94722222,03-02-2023 8.00,2023,1.086,Tamil Nadu CWC
64522,ELUNUTHIMANGALAM,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,Noyyal,Noyyal,11.03166667,77.8875,03-02-2023 8.00,2023,1.938,Tamil Nadu CWC
68348,Gandhavayal,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.37416667,76.99222222,03-02-2023 8.00,2023,0.149,Tamil Nadu CWC
71232,Gopurajapuram,CWC,Tamil Nadu,Nagapattinam,NAGAPATTINAM,Cauvery,Cauvery,-,Puravidaiyanar,10.85055556,79.78944444,03-02-2023 8.00,2023,0,Tamil Nadu CWC
80464,HARUR,CWC,Tamil Nadu,Dharmapuri,HARUR,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,Vaniyar,Vaniyar,11.90277778,78.33,03-02-2023 8.00,2023,0.087,Tamil Nadu CWC
87219,HOGENAKKAL,CWC,Tamil Nadu,Dharmapuri,DHARMAPURI,Cauvery,Cauvery,Chinnar,Chinnar,12.12111111,77.78194444,03-02-2023 8.00,2023,0.19528277,Tamil Nadu CWC
98240,Kalpadai,CWC,Tamil Nadu,Kallakurichi,Chinnasalem,Vellar,East flowing rivers between Pennar and Kanyakumari,Manimukta,Gomukha,11.78722222,78.78666667,03-02-2023 8.00,2023,0.061,Tamil Nadu CWC
113443,Kudalaiyathur,CWC,Tamil Nadu,Cuddalore,KATTUMANNARKOIL,Duplicate-Vellar,East flowing rivers between Pennar and Kanyakumari,-,Vellar,11.42222222,79.47222222,03-02-2023 8.00,2023,0,Tamil Nadu CWC
114906,Kukkalthurai,CWC,Tamil Nadu,Nilgiris,Kotagiri,Cauvery,Cauvery,Bhavani,Bhavani,11.48555556,76.8325,03-02-2023 8.00,2023,0.3509976,Tamil Nadu CWC
13819,Kumarapalayam,CWC,Puducherry,Puducherry,Puducherry,Varahanadhi,East flowing rivers between Pennar and Kanyakumari,-,Varahanadhi,11.98305556,79.68055556,03-02-2023 8.00,2023,0,Puducherry CWC
123885,LAKSHMANANPATTI,CWC,Tamil Nadu,Dindigul,Vedasandur,Cauvery,Cauvery,Amaravathi,Kodavanar,10.49805556,77.94583333,03-02-2023 8.00,2023,0.204,Tamil Nadu CWC
143743,MONNAVEDU,CWC,Tamil Nadu,Tiruvallur,TIRUVALLUR,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,-,Kosasthalaiyar,13.22361111,79.94527778,03-02-2023 8.00,2023,0.267,Tamil Nadu CWC
131752,Magaral,CWC,Tamil Nadu,Kancheepuram,CHENGALPATTU,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,Cheyyar,Cheyyar,12.70833333,79.75,03-02-2023 8.00,2023,0,Tamil Nadu CWC
136905,Melkalpoondi,CWC,Tamil Nadu,Cuddalore,Virudhachalam,Vellar,East flowing rivers between Pennar and Kanyakumari,-,Vellar,11.43527778,78.93888889,03-02-2023 8.00,2023,0,Tamil Nadu CWC
142103,Menangudi,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Noolar,10.94888889,79.70361111,03-02-2023 8.00,2023,0,Tamil Nadu CWC
169460,NARIYAMPATTU,CWC,Tamil Nadu,Vellore,VANIYAMBADI,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,12.84777778,78.72111111,03-02-2023 8.00,2023,0,Tamil Nadu CWC
17100,Nallathur,CWC,Puducherry,Karaikal,Karaikal,Cauvery,Cauvery,-,Nandalar,11.00222222,79.75138889,03-02-2023 8.00,2023,0,Puducherry CWC
183576,PARAMAKUDI,CWC,Tamil Nadu,Ramanathapuram,PARAMAKUDI,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,-,Vaigai,9.55333333,78.58638889,03-02-2023 8.00,2023,0,Tamil Nadu CWC
194379,Peralam,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Vanjiyar,10.96944444,79.66138889,03-02-2023 8.00,2023,0,Tamil Nadu CWC
201301,Porakudi,CWC,Tamil Nadu,Nagapattinam,NAGAPATTINAM,Cauvery,Cauvery,-,Arasalar,10.90361111,79.70722222,03-02-2023 8.00,2023,0,Tamil Nadu CWC
255424,THIRUNAVALUR,CWC,Tamil Nadu,Kallakurichi,Ulundurpet,Gadilam,East flowing rivers between Pennar and Kanyakumari,-,Gadilam,11.74833333,79.40527778,03-02-2023 8.00,2023,0,Tamil Nadu CWC
257112,THIRUVALAM,CWC,Tamil Nadu,Vellore,Gudiyatham,Palar,East flowing rivers between Pennar and Kanyakumari,Poini,Poini,12.98472222,79.26722222,03-02-2023 8.00,2023,0,Tamil Nadu CWC
258874,THIRUVARAMBU,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,-,Kodaiyar,8.36416667,77.25888889,03-02-2023 8.00,2023,0.192,Tamil Nadu CWC
287394,Vazhavachanur,CWC,Tamil Nadu,Tiruvannamalai,CHENGAM,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.06583333,78.97805556,03-02-2023 8.00,2023,0,Tamil Nadu CWC
96003,KALLIDAIKURICHHI,CWC,Tamil Nadu,Tirunelveli,AMBASAMUDRAM,Tambraparani,East flowing rivers between Pennar and Kanyakumari,-,Tambraparani,8.69333333,77.46583333,03-02-2023 8.15,2023,14.362,Tamil Nadu CWC
176335,Odendurai,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Kallar,11.32166667,76.89277778,03-02-2023 8.15,2023,0.428,Tamil Nadu CWC
288955,Venganur,CWC,Tamil Nadu,Cuddalore,Virudhachalam,Vellar,East flowing rivers between Pennar and Kanyakumari,Periyaodai,Periyaodai,11.44305556,79.02444444,03-02-2023 8.15,2023,0.011,Tamil Nadu CWC
220279,SINGASADANAPALLI,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.87,77.83611111,03-02-2023 9.00,2023,12.273,Tamil Nadu CWC
9723,AMBARAMPALAYAM,CWC,Tamil Nadu,Coimbatore,POLLACHI,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,Aliyar,10.63138889,76.94611111,04-02-2023 8.00,2023,2.934,Tamil Nadu CWC
30630,ASHRAMAM,CWC,Tamil Nadu,Kanyakumari,AGASTHEESWARAM,Pazhayar,West flowing rivers from Tadri to Kanyakumari,-,Pazhayar,8.15833333,77.46,04-02-2023 8.00,2023,0.741,Tamil Nadu CWC
1244,Alandurai,CWC,Tamil Nadu,Coimbatore,COIMBATORE SOUTH,Cauvery,Cauvery,Noyyal,Noyyal,10.95194444,76.78527778,04-02-2023 8.00,2023,0.027,Tamil Nadu CWC
17168,Ambasamudram,CWC,Tamil Nadu,Theni,THENI,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Vaigai,Vaigai,9.92555556,77.51166667,04-02-2023 8.00,2023,0,Tamil Nadu CWC
7307,Annavasal,CWC,Puducherry,Karaikal,Karaikal,Cauvery,Cauvery,-,Nattar,10.975,79.75388889,04-02-2023 8.00,2023,0,Puducherry CWC
22782,Arcot,CWC,Tamil Nadu,Ranipet,Arcot,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.91388889,79.33305556,04-02-2023 8.00,2023,0.745,Tamil Nadu CWC
37825,Avarankuppam,CWC,Tamil Nadu,Tirupathur,Vaniyambadi,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.68416667,78.53944444,04-02-2023 8.00,2023,0,Tamil Nadu CWC
49043,BILIGUNDULU,CWC,Tamil Nadu,Dharmapuri,Denkanikotti,Cauvery,Cauvery,-,Cauvery,12.18222222,77.72388889,04-02-2023 8.00,2023,70.28,Tamil Nadu CWC
40769,Balasamudram,CWC,Tamil Nadu,Dindigul,PALANI,Cauvery,Cauvery,Varathamanadhi,Varathamanadhi,10.42555556,77.53388889,04-02-2023 8.00,2023,0,Tamil Nadu CWC
78849,GUMMANUR,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.555,78.13833333,04-02-2023 8.00,2023,13,Tamil Nadu CWC
68381,Gandhavayal,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.37416667,76.99222222,04-02-2023 8.00,2023,0.364,Tamil Nadu CWC
80495,HARUR,CWC,Tamil Nadu,Dharmapuri,HARUR,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,Vaniyar,Vaniyar,11.90277778,78.33,04-02-2023 8.00,2023,0.25,Tamil Nadu CWC
87249,HOGENAKKAL,CWC,Tamil Nadu,Dharmapuri,DHARMAPURI,Cauvery,Cauvery,Chinnar,Chinnar,12.12111111,77.78194444,04-02-2023 8.00,2023,0.1,Tamil Nadu CWC
93930,IRRUKKANKUDI,CWC,Tamil Nadu,Virudhunagar,VIRUDHUNAGAR,Duplicate-Vaippar,East flowing rivers between Pennar and Kanyakumari,-,Vaippar,9.32416667,77.99055556,04-02-2023 8.00,2023,0,Tamil Nadu CWC
96034,KALLIDAIKURICHHI,CWC,Tamil Nadu,Tirunelveli,AMBASAMUDRAM,Tambraparani,East flowing rivers between Pennar and Kanyakumari,-,Tambraparani,8.69333333,77.46583333,04-02-2023 8.00,2023,4.712,Tamil Nadu CWC
